TCN,REQ_DEL,EST_DE,SPOE,SPOE_AOR,SPOD,SPOD_AOR,CARRIER,SHIP_AGENCY_NM,CONTAINER_SIZE,CLASS_OF_SUPPLY,WEIGHT,SHIP_COST
HX7WCW2800S058MM2,9/8/2017,8/27/2017,"(3DT) MATSON TERMINAL,CA,US",NORTHCOM,"(TA1) APRA HARBOR,GU",PACOM,MATS - MATSON NAVIGATION CO.,AAFES,40FT,CLASS VI,26762,4418.2
HXGERW2627V001MM5,10/30/2017,9/3/2017,"(JG1) ROTTERDAM,NL",EUCOM,"(PN1) ASH SHUWAIKH,KW",CENTCOM,APLS - AMERICAN PRESIDENT LINES,AAFES,40FT,CLASS I,17388,3480.8
M0010770240040TXX,4/28/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS IX,19676,3709.6
M2933071740110XXX,8/17/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS IX,19565,3698.5
M9711571884375XXX,8/23/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS II,14854,3227.4
N002077200TI01XXX,8/30/2017,9/3/2017,"(1R7) PORT EVERGLADES,FL,US",NORTHCOM,"(DB3) PUERTO SANTO THOMAS DE CASTILLA,GT",SOUTHCOM,UNKNOWN,NAVY,BREAKBULK,CLASS IX,24740,4216
N002502828S057TT2,9/18/2017,8/28/2017,"(3H2) SAN PEDRO,CA,US",NORTHCOM,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,MAEU - MAERSK LINES INC,NEXCOM,40FT,CLASS I,22894,4031.4
N6382171238001XXX,8/2/2017,,"(1R1) CAPE CANAVERAL,FL,US",NORTHCOM,"(CB5) ANDOS,BS",NORTHCOM,NSAJ - NOSAT,ARMY,BREAKBULK,CLASS V,27986,4540.6
S1103A2152M004KMA,7/17/2017,,"(3H2) SAN PEDRO,CA,US",NORTHCOM,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,APLS - AMERICAN PRESIDENT LINES,DCMA,40FT,CLASS VII,17398,3481.8
SC31032716M0012M2,10/2/2017,9/19/2017,"(3H2) SAN PEDRO,CA,US",NORTHCOM,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,UNKNOWN,DLA,40FT,CLASS IV,29773,4719.3
SC31052936M046MM2,8/2/2017,8/26/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(JF1) BREMERHAVEN,DE",EUCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS I,25741,4316.1
SC31053208M170MM5,9/10/2017,8/31/2017,"(1G9) PORT ELIZABETH,NJ,US",NORTHCOM,"(LQ1) ISKENDERUN,TR",EUCOM,APLS - AMERICAN PRESIDENT LINES,DLA,40FT,CLASS I,14851,3227.1
SC31053303V031MM5,9/23/2017,8/26/2017,"(1Q1) SAVANNAH,GA,US",NORTHCOM,"(JN1) RIGA,LV",EUCOM,UNKNOWN,DLA,40FT,CLASS I,13245,3066.5
SC31053582M008MM2,9/19/2017,9/16/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(JF1) BREMERHAVEN,DE",EUCOM,UNKNOWN,DLA,40FT,CLASS I,27953,4537.3
SC440572130001XXX,9/11/2017,9/24/2017,"(XE2) PEARL HARBOR,HI,US",PACOM,"(2B1) MOBILE,AL,US",NORTHCOM,UNKNOWN,ARMY,BREAKBULK,CLASS IX,25785,4320.5
SG44702101V006MM2,5/10/2017,10/7/2017,"(LQ1) ISKENDERUN,TR",EUCOM,"(JG1) ROTTERDAM,NL",EUCOM,APLS - AMERICAN PRESIDENT LINES,DLA,40FT,CLASS VII,10615,2803.5
SW32252804S318M32,9/1/2017,9/1/2017,"(3DT) MATSON TERMINAL,CA,US",NORTHCOM,"(XE1) HONOLULU,HI,US",PACOM,UNKNOWN,DLA,40FT,CLASS I,12408,2982.8
SW32512610M005ML2,8/31/2017,8/27/2017,"(3H2) SAN PEDRO,CA,US",NORTHCOM,"(TA1) APRA HARBOR,GU",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,40FT,CLASS II,27277,4469.7
SWE3002305V007MM2,8/20/2017,,"(JH2) ANTWERP,BE",EUCOM,"(QA4) MUHAMMAD BIN QASIM,PK",CENTCOM,MAEU - MAERSK LINES INC,DLA,20FT,CLASS III,15509,3292.9
SWE3002486V006MM2,10/15/2017,9/3/2017,"(JG1) ROTTERDAM,NL",EUCOM,"(PN1) ASH SHUWAIKH,KW",CENTCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS VII,20690,3811
W13PPH70755013XDX,5/27/2017,9/3/2017,"(2E1) BEAUMONT,TX,US",NORTHCOM,"(MM1) DOUALA,CM",AFRICOM,UNKNOWN,ARMY,BREAKBULK,CLASS VII,25046,4246.6
W25G1W7173X003XXX,9/17/2017,9/4/2017,"(PN2) ASH SHUAIBA,KW",CENTCOM,"(1G9) PORT ELIZABETH,NJ,US",NORTHCOM,APLS - AMERICAN PRESIDENT LINES,ARMY,BREAKBULK,CLASS IX,19215,3663.5
W32QLR2007V111KK2,4/23/2010,9/1/2017,"(1R1) CAPE CANAVERAL,FL,US",NORTHCOM,"(CB5) ANDOS,BS",NORTHCOM,"BEYB - BEYEL BROTHERS INC, COCOA FL",ARMY,20FT,CLASS I,24134,4155.4
W44XMF2541V028KK2,3/24/2018,9/3/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(LJ5) ASHDOD,IL",EUCOM,MSCS - MSC,ARMY,20FT,CLASS V,28160,4558
W56HZW7060601HXXX,9/22/2017,9/1/2017,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,"(JG1) ROTTERDAM,NL",EUCOM,APLS - AMERICAN PRESIDENT LINES,ARMY,BREAKBULK,CLASS VII,10061,2748.1
W56HZW7119G500XXX,9/1/2017,8/31/2017,"(PN4) ASH SHUAYBAH (MILITARY VESSELS),KW",CENTCOM,"(2E1) BEAUMONT,TX,US",NORTHCOM,FRLN - FARRELL LINES INC.,ARMY,BREAKBULK,CLASS VII,17873,3529.3
W65XME3729V030KK2,6/7/2018,8/29/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(PQ2) ABU DHABI,AE",CENTCOM,MISC - MALAYSIAN INTERNATIONAL,ARMY,20FT,CLASS V,16003,3342.3
W81M1W2239V027KK2,4/24/2017,8/27/2017,"(PN3) KUWAIT NAVAL BASE (MSC/CHARTERED VESSELS),KW",CENTCOM,"(1N4) SOUTHPORT,NC,US",NORTHCOM,MSCS - MSC,ARMY,20FT,CLASS VII,12276,2969.6
W81M1W2719V112KK2,8/19/2017,9/24/2017,"(PN4) ASH SHUAYBAH (MILITARY VESSELS),KW",CENTCOM,"(PK6) UMM SAID,QA",CENTCOM,SURF - ARMY WATER CRAFT,ARMY,20FT,CLASS V,14626,3204.6
W81NLE2800M0182K2,9/18/2017,9/2/2017,"(3DT) MATSON TERMINAL,CA,US",NORTHCOM,"(TJ1) KWAJALEIN ATOLL,MH",PACOM,MATS - MATSON NAVIGATION CO.,ARMY,20FT,CLASS II,18717,3613.7
W901M271810001XXX,8/21/2017,,"(XE1) HONOLULU,HI,US",PACOM,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,MATS - MATSON NAVIGATION CO.,NAVY,BREAKBULK,CLASS VII,16389,3380.9
W90CGJ71999013XXX,9/12/2017,9/6/2017,"(3GA) PORT HUENEME NCBC,CA,US",NORTHCOM,"(UB1) NAHA,JP",PACOM,CEGL - CENTRAL GULF LINES,ARMY,BREAKBULK,CLASS VII,25419,4283.9
W90Z9C2643V667KK2,7/22/2017,9/24/2017,"(UDA) CHINHAE,KR",PACOM,"(1N4) SOUTHPORT,NC,US",NORTHCOM,MSCS - MSC,ARMY,20FT,CLASS V,17710,3513
W90Z9F2643V186KK2,7/8/2017,8/27/2017,"(UDA) CHINHAE,KR",PACOM,"(1N4) SOUTHPORT,NC,US",NORTHCOM,MSCS - MSC,ARMY,20FT,CLASS V,10913,2833.3
WT5LE12178V063KK2,4/2/2017,9/3/2017,"(UL9) HIRAO,JP",PACOM,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,MSCS - MSC,ARMY,BREAKBULK,CLASS VII,24020,4144
BJ3H7550909022XLX,8/8/2017,,"(1R3) JACKSONVILLE,FL,US",NORTHCOM,"(QA4) MUHAMMAD BIN QASIM,PK",CENTCOM,FRLN - FARRELL LINES INC.,DCMA,BREAKBULK,CLASS VII,29362,4678.2
BJ3H7550909079XHX,10/27/2017,10/16/2017,"(1R3) JACKSONVILLE,FL,US",NORTHCOM,"(QA4) MUHAMMAD BIN QASIM,PK",CENTCOM,UNKNOWN,DCMA,BREAKBULK,CLASS VII,29438,4685.8
BJ8H7560439018XCX,6/2/2017,,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,26520,4394
BJ8H7560439018XWX,6/2/2017,,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,29975,4739.5
BJ8H7561799002XDX,10/17/2017,10/5/2017,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,22394,3981.4
BJ8H7561799006XWX,7/19/2017,,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,15709,3312.9
BJ8H7561799039XAX,7/15/2017,,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,20311,3773.1
BP1B7562389008XHX,8/2/2017,8/25/2017,"(1Q1) SAVANNAH,GA,US",NORTHCOM,"(PN2) ASH SHUAIBA,KW",CENTCOM,MAEU - MAERSK LINES INC,DCMA,BREAKBULK,CLASS VII,20728,3814.8
FB52057212ST01BXX,10/6/2017,9/24/2017,"(UBF) AJA PORT,JP",PACOM,"(UH2) HACHINOHE,JP",PACOM,UNKNOWN,DLA,BREAKBULK,Class Unknown,13423,3084.3
FB52707170X507XXX,9/15/2017,8/29/2017,"(UB1) NAHA,JP",PACOM,"(3G1) PORT HUENEME COMMERCIAL PORT,CA,US",NORTHCOM,CEGL - CENTRAL GULF LINES,ARMY,BREAKBULK,CLASS VII,24015,4143.5
FV58972686V036MM2,6/30/2017,9/24/2017,"(PK6) UMM SAID,QA",CENTCOM,"(1N4) SOUTHPORT,NC,US",NORTHCOM,MSCS - MSC,AIR FORCE,BREAKBULK,CLASS VII,14708,3212.8
HQCAAB3100S195KTA,9/4/2017,9/7/2017,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,DECA,40FT,CLASS I,10703,2812.3
HQCAAB3100S207KTA,9/4/2017,9/7/2017,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,DECA,40FT,CLASS I,19584,3700.4
HX6ATX2473S024MM2,8/20/2017,8/25/2017,"(3H2) SAN PEDRO,CA,US",NORTHCOM,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,APLS - AMERICAN PRESIDENT LINES,AAFES,40FT,CLASS II,19131,3655.1
HX6ATX3100S068MM2,9/2/2017,9/7/2017,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,AAFES,40FT,CLASS I,21552,3897.2
HX7NNW3345S030TT2,9/7/2017,,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(JG1) ROTTERDAM,NL",EUCOM,MAEU - MAERSK LINES INC,AAFES,40FT,CLASS VII,14055,3147.5
N002502815S013TTA,9/16/2017,8/28/2017,"(3H2) SAN PEDRO,CA,US",NORTHCOM,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,NEXCOM,40FT,CLASS II,23464,4088.4
N002502815S0332L2,9/20/2017,8/29/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(TA1) APRA HARBOR,GU",PACOM,APLS - AMERICAN PRESIDENT LINES,NEXCOM,40FT,CLASS I,10259,2767.9
N002503625S0061LA,9/20/2017,9/4/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(KF1) NAPLES,IT",EUCOM,MAEU - MAERSK LINES INC,NEXCOM,40FT,CLASS II,25581,4300.1
N0534A4030R802TXX,4/21/2007,8/30/2017,"(XE1) HONOLULU,HI,US",PACOM,"(XF2) NAWILIWILI,HI,US",PACOM,"AHCT - ALOHA CARGO TRANSPORT, INC",DLA,BREAKBULK,CLASS II,26759,4417.9
N638212932V171KK2,5/6/2017,8/27/2017,"(CB5) ANDOS,BS",NORTHCOM,"(1R1) CAPE CANAVERAL,FL,US",NORTHCOM,NSAJ - NOSAT,NAVY,20FT,CLASS IX,27491,4491.1
N685391198V019LK2,8/21/2017,9/29/2017,"(RB1) SINGAPORE,SG",PACOM,"(QF1) DIEGO GARCIA,DG",PACOM,UNKNOWN,NAVY,40FT,CLASS IV,21114,3853.4
SC31053122M0871M2,9/13/2017,,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(LQ1) ISKENDERUN,TR",EUCOM,UNKNOWN,DLA,40FT,CLASS I,15590,3301
SE6F072375V001KK9,10/23/2017,10/6/2017,"(KJ6) ALGECIRAS,ES",EUCOM,"(PQ2) ABU DHABI,AE",CENTCOM,UNKNOWN,DLA,20FT,CLASS III,22758,4017.8
SW31142938M005MM2,8/15/2017,,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS VII,17058,3447.8
SW314270620017XXX,3/23/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS II,23747,4116.7
SW31853100M001TT2,9/8/2017,9/7/2017,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,DLA,40FT,CLASS VII,28893,4631.3
UY03063624M159MM5,9/26/2017,9/4/2017,"(1G9) PORT ELIZABETH,NJ,US",NORTHCOM,"(PN1) ASH SHUWAIKH,KW",CENTCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS I,22183,3960.3
V210391194V003LKB,6/27/2017,9/1/2017,"(RB1) SINGAPORE,SG",PACOM,"(QF1) DIEGO GARCIA,DG",PACOM,MSCS - MSC,NAVY,40FT,CLASS I,24109,4152.9
W22P1H3127V081KK2,11/26/2017,9/3/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(PN4) ASH SHUAYBAH (MILITARY VESSELS),KW",CENTCOM,MSCS - MSC,ARMY,20FT,CLASS V,13707,3112.7
W36QLP2339V013KK2,8/15/2017,9/24/2017,"(LS5) CONSTANTA,RO",EUCOM,"(1N4) SOUTHPORT,NC,US",NORTHCOM,MISC - MALAYSIAN INTERNATIONAL,ARMY,20FT,Class Unknown,17033,3445.3
W56HZW7156387WLXX,9/9/2017,9/2/2017,"(2E3) GALVESTON,TX,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,AROF - AMERICAN ROLL ON ROLL OFF CARRIERS,DLA,BREAKBULK,CLASS VII,10030,2745
W56HZW7187386WLXX,9/4/2017,9/22/2017,"(2E3) GALVESTON,TX,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,UNKNOWN,DLA,BREAKBULK,CLASS VII,26777,4419.7
W62P4E2116V001KK2,4/15/2017,8/27/2017,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,"(YC2) VALDEZ,AK,US",NORTHCOM,MISC - MALAYSIAN INTERNATIONAL,ARMY,20FT,CLASS II,14644,3206.4
W806PP2434V006KK2,7/29/2017,8/27/2017,"(JF6) NORDENHAM,DE",EUCOM,"(1N4) SOUTHPORT,NC,US",NORTHCOM,MSC1 - MILITARY SEALIFT COMMAND,ARMY,20FT,CLASS V,16711,3413.1
W80QP72844V003KM2,9/11/2017,8/25/2017,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,"(3D2) OAKLAND,CA,US",NORTHCOM,MAEU - MAERSK LINES INC,ARMY,40FT,Class Unknown,16321,3374.1
W81W1T3122V0092M2,9/10/2017,8/25/2017,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,MAEU - MAERSK LINES INC,ARMY,20FT,CLASS II,11371,2879.1
W90Z9C2643V681KK2,7/14/2017,9/24/2017,"(UDA) CHINHAE,KR",PACOM,"(1N4) SOUTHPORT,NC,US",NORTHCOM,MSCS - MSC,ARMY,20FT,CLASS V,11857,2927.7
W90Z9F2643V078KK2,7/10/2017,8/27/2017,"(UDA) CHINHAE,KR",PACOM,"(1N4) SOUTHPORT,NC,US",NORTHCOM,MSCS - MSC,ARMY,20FT,CLASS V,28780,4620
W90Z9F2643V163KK2,7/8/2017,8/27/2017,"(UDA) CHINHAE,KR",PACOM,"(1N4) SOUTHPORT,NC,US",NORTHCOM,MSCS - MSC,ARMY,20FT,CLASS V,10986,2840.6
WK4F422508V003L12,9/12/2017,8/25/2017,"(JF1) BREMERHAVEN,DE",EUCOM,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,MAEU - MAERSK LINES INC,ARMY,40FT,Class Unknown,28591,4601.1
WT6P5V71880013XXX,9/20/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS VII,18748,3616.8
$$$45274723UB1XXX,9/16/2017,9/24/2017,"(UB1) NAHA,JP",PACOM,"(UG4) TOMAKOMAI,JP",PACOM,UNKNOWN,MARINE CORPS,BREAKBULK,Class Unknown,10995,2841.5
4774G53054M020MM2,8/4/2017,,"(1G9) PORT ELIZABETH,NJ,US",NORTHCOM,"(LQ1) ISKENDERUN,TR",EUCOM,APLS - AMERICAN PRESIDENT LINES,GSA,40FT,CLASS II,29685,4710.5
BJ3H7550909023XMX,8/8/2017,,"(1R3) JACKSONVILLE,FL,US",NORTHCOM,"(QA4) MUHAMMAD BIN QASIM,PK",CENTCOM,FRLN - FARRELL LINES INC.,DCMA,BREAKBULK,CLASS VII,26914,4433.4
BJ3H7550909024XZX,9/18/2017,9/10/2017,"(1R3) JACKSONVILLE,FL,US",NORTHCOM,"(QA4) MUHAMMAD BIN QASIM,PK",CENTCOM,FRLN - FARRELL LINES INC.,DCMA,BREAKBULK,CLASS VII,10647,2806.7
BJ8H7560439018XPX,6/2/2017,,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,27565,4498.5
BJ8H7560439023XAX,9/14/2017,9/21/2017,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,10550,2797
BJ8H7561799005XEX,9/5/2017,9/21/2017,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,15679,3309.9
BJ8H7561799006XVX,7/19/2017,,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,13231,3065.1
BJ8H7561799036XVX,7/1/2017,,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,13995,3141.5
F7143248737864HXX,8/21/2017,9/18/2017,"(JF1) BREMERHAVEN,DE",EUCOM,"(1MJ) DDNV,VA,US",NORTHCOM,UNKNOWN,AIR FORCE,BREAKBULK,Class Unknown,18847,3626.7
FB527070620177XXX,4/28/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS II,25603,4302.3
FE557501580004XXX,7/28/2017,9/1/2017,"(1G9) PORT ELIZABETH,NJ,US",NORTHCOM,"(KJ6) ALGECIRAS,ES",EUCOM,UNKNOWN,DCMA,BREAKBULK,CLASS VII,29256,4667.6
FV52182127V019KK2,3/31/2017,9/3/2017,"(UDA) CHINHAE,KR",PACOM,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,MSCS - MSC,AIR FORCE,20FT,CLASS V,10809,2822.9
FV52932127V003KK2,4/6/2017,9/3/2017,"(UDA) CHINHAE,KR",PACOM,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,MSCS - MSC,AIR FORCE,20FT,CLASS V,17029,3444.9
FV529470330099XAS,3/11/2017,9/3/2017,"(UDA) CHINHAE,KR",PACOM,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,MSCS - MSC,AIR FORCE,BREAKBULK,CLASS VII,20407,3782.7
FV529470330099XCK,3/11/2017,9/3/2017,"(UDA) CHINHAE,KR",PACOM,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,MSCS - MSC,AIR FORCE,BREAKBULK,CLASS VII,19478,3689.8
HQCE292464V003MM5,9/8/2017,9/7/2017,"(JG1) ROTTERDAM,NL",EUCOM,"(PF6) AD DAMMAM,SA",CENTCOM,MAEU - MAERSK LINES INC,DECA,40FT,CLASS I,27283,4470.3
HX2PX17156437KXXX,8/2/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS II,27509,4492.9
HX6ATX2585S029MM2,9/15/2017,8/31/2017,"(3H2) SAN PEDRO,CA,US",NORTHCOM,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,APLS - AMERICAN PRESIDENT LINES,AAFES,40FT,CLASS II,22772,4019.2
HX6ATX3360S058MMA,10/10/2017,9/7/2017,"(1Q1) SAVANNAH,GA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,AAFES,40FT,CLASS I,13158,3057.8
HX7NNW3210S0162M2,8/30/2017,9/6/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(PN2) ASH SHUAIBA,KW",CENTCOM,MAEU - MAERSK LINES INC,AAFES,40FT,CLASS I,27873,4529.3
HX7NNW3359S101TT2,9/20/2017,9/7/2017,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,AAFES,40FT,CLASS II,26136,4355.6
HX7WCW2611S074MMA,8/23/2017,8/29/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,APLS - AMERICAN PRESIDENT LINES,AAFES,40FT,CLASS II,24983,4240.3
HX7WCW2641S089MMA,8/30/2017,8/29/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,APLS - AMERICAN PRESIDENT LINES,AAFES,40FT,CLASS II,25424,4284.4
M1312071890439XXX,8/23/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS II,17202,3462.2
M218007181AH11XAX,9/9/2017,9/6/2017,"(3GA) PORT HUENEME NCBC,CA,US",NORTHCOM,"(UB1) NAHA,JP",PACOM,CEGL - CENTRAL GULF LINES,DLA,BREAKBULK,CLASS VII,28829,4624.9
N002503094S0651LA,8/10/2017,9/4/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(PK5) KHALIFA BIN SALMAN,BH",CENTCOM,MAEU - MAERSK LINES INC,NEXCOM,40FT,CLASS II,28664,4608.4
N625837151Z001XEX,8/21/2017,9/1/2017,"(3H2) SAN PEDRO,CA,US",NORTHCOM,"(PK5) KHALIFA BIN SALMAN,BH",CENTCOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS II,28563,4598.3
N627587157A034FXX,6/30/2017,9/24/2017,"(UBF) AJA PORT,JP",PACOM,"(UQ5) HAKATA,JP",PACOM,UNKNOWN,DLA,BREAKBULK,CLASS II,13351,3077.1
N638210062C868AXX,4/23/2010,9/2/2017,"(1R1) CAPE CANAVERAL,FL,US",NORTHCOM,"(CB5) ANDOS,BS",NORTHCOM,MISC - MILITARY SEALIFT COMMAND CHARTER,NAVY,BREAKBULK,CLASS I,17279,3469.9
N638212929V171KK2,4/15/2017,8/27/2017,"(CB5) ANDOS,BS",NORTHCOM,"(1R1) CAPE CANAVERAL,FL,US",NORTHCOM,NSAJ - NOSAT,NAVY,20FT,CLASS VII,13229,3064.9
N63821721600RPBXX,9/23/2017,8/27/2017,"(CB5) ANDOS,BS",NORTHCOM,"(1R1) CAPE CANAVERAL,FL,US",NORTHCOM,UNKNOWN,NAVY,BREAKBULK,Class Unknown,27969,4538.9
N685391196V027LK2,7/25/2017,9/24/2017,"(RB1) SINGAPORE,SG",PACOM,"(QF1) DIEGO GARCIA,DG",PACOM,UNKNOWN,ARMY,BREAKBULK,CLASS VII,13212,3063.2
SC31053208M186MMB,9/27/2017,9/3/2017,"(1G9) PORT ELIZABETH,NJ,US",NORTHCOM,"(PN2) ASH SHUAIBA,KW",CENTCOM,APLS - AMERICAN PRESIDENT LINES,DLA,40FT,CLASS I,20834,3825.4
SW31853210M0211L2,9/7/2017,9/4/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(PK5) KHALIFA BIN SALMAN,BH",CENTCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS II,21881,3930.1
SW32252611S065MK2,9/2/2017,8/26/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(RB1) SINGAPORE,SG",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,20FT,CLASS II,12855,3027.5
SW32252804S315M82,9/1/2017,9/7/2017,"(3DT) MATSON TERMINAL,CA,US",NORTHCOM,"(XA1) HILO,HI,US",PACOM,UNKNOWN,DLA,40FT,CLASS I,22395,3981.5
SW32277130Y001TCX,8/4/2017,8/25/2017,"(2E4) HOUSTON,TX,US",NORTHCOM,"(PJ8) SALALAH (MINA RAYSUT),OM",CENTCOM,MAEU - MAERSK LINES INC,DLA,BREAKBULK,CLASS VII,20753,3817.3
